horse_id,父,母,母父
2022103245,エピファネイア,ミッキーチャーム,ディープインパクト
2020103246,ブラックタイド,ウィンターコスモス,キングカメハメハ
2022105058,ルヴァンスレーヴ,マトリョーシカ,クロフネ
2020104791,シャンハイボビーShanghai Bobby(米),トレノトマト,デヒアDehere(米)
2022104292,ルヴァンスレーヴ,デュアルウィールド,アイルハヴアナザーI'll Have Another(米)
2022104970,サートゥルナーリア,ビッグワールドBig World(米),Custom for Carlos
2022103515,マインドユアビスケッツMind Your Biscuits(米),シグルーン,アイルハヴアナザーI'll Have Another(米)
2021104581,カリフォルニアクロームCalifornia Chrome(米),プレシャスジェムズ,シンボリクリスエス
2022101457,リオンディーズ,マーメイドティアラ,シンボリクリスエス
2022103753,ドレフォンDrefong(米),タイニーダンサー,サウスヴィグラス
2022106851,ルヴァンスレーヴ,カヒリ,キングカメハメハ
2023101827,マテラスカイ,ヨドノプルメリア,アンライバルド
2023104539,クリソベリル,ウィットウォーター,ヨハネスブルグJohannesburg(米)
2023107539,Blame,Tizdaria,Tiznow
2023104669,ミスターメロディ,キタサンテンビー,ダイワメジャー
2023104665,ベストウォーリア,マルティプライ,Fusaichi Pegasus
2023101660,タワーオブロンドン,オトヒメIIOtohime(愛),Pivotal
2023104392,ヴァンゴッホ,シャンパンルージュ,ファスリエフFasliyev(米)
2023102427,モズアスコット,ヤマトサクラコ,ディープインパクト
2023106782,モズアスコット,ゴールドゲッコー,クロフネ
2023104607,ホッコータルマエ,カウントオンミー,バブルガムフェロー
2023104561,ブルドッグボス,サクセスセレーネ,ディープインパクト
2023104810,マテラスカイ,ミスティレイン,タニノギムレット
2023107544,Frosted(米),Shared Empire,Pioneerof the Nile
2023102757,マジェスティックウォリアーMajestic Warrior(米),クインズカトレア,エスポワールシチー
2023101662,リアルスティール,ミヤコノユメ,ロードカナロア
2023104704,セイウンコウセイ,ニシノブルームーン,タニノギムレット
2023102641,ホッコータルマエ,ティープラズマ,エンパイアメーカーEmpire Maker(米)
2023105295,サートゥルナーリア,シーウィルレインShe Will Reign(豪),Manhattan Rain
2023103570,ニューイヤーズデイ,メイクハッピー,Square Eddie
2023104632,リオンディーズ,ベーリーオクルス,キズナ
2023103991,オルフェーヴル,グラントリノ,グランデラGrandera(愛)
2023103469,キズナ,ダイワレジェンド,キングカメハメハ
2023103533,ダノンキングリー,プライマリーコード,クロフネ
2023101443,リオンディーズ,アリストライン,ハーツクライ
2023104247,サンダースノーThunder Snow(愛),スクウェアセイル,トゥザワールド
2023106706,ダノンスマッシュ,スターコレクション,アグネスタキオン
2023101790,ダノンレジェンド,ハートサングラス,モーリス
2023105130,イスラボニータ,スイートウィスパー,ルーラーシップ
2023103905,リオンディーズ,メジロシャレード,マンハッタンカフェ
2023102137,カレンブラックヒル,スズノミライ,バトルプランBattle Plan(米)
2023100081,モーニン,フジノドラマ,フォーティナイナーズサンFourty Niners Son(米)
2023107007,アドマイヤマーズ,ゴールドエッセンス,キングカメハメハ
2023102128,オルフェーヴル,マコトブリジャール,ストーミングホームStorming Home(英)
2023106146,フィエールマン,カラミンサ,ルーラーシップ
2023106007,キタサンブラック,スマートレグルス,ロードカナロア
2023107035,アルアイン,シャンブルドット,Lope de Vega
2023105860,ベンバトルBenbatl(英),ウインゼノビア,スクリーンヒーロー
2023105119,サトノクラウン,サンティエ,ステイゴールド
2023103155,フィエールマン,キントラKintra(米),Kingman(英)
2023106489,ゴールドシップ,ポンポンルージュ,Kitten's Joy(米)
2023106106,ЅьЅЄЅЧЅЊЅэ,ЅжЅыЅьЅИЁМЅЪ,ЅЯЁМЅФЅЏЅщЅЄ
2023103415,ポエティックフレアPoetic Flare(愛),サンシャイン,ハーツクライ
2023105282,モーリス,クイーンズキトゥン,ディープインパクト
2023105649,レイデオロ,メリートーン,クロフネ
2023106722,シルバーステート,マダムシャルル,ドゥラメンテ
2023103051,シルバーステート,スティルウォーター,キングカメハメハ
2023105712,エイシンフラッシュ,ヨッテウタッテ,オレハマッテルゼ
2023107086,リアルスティール,セルキスSelkis(独),Monsun
2023106573,フリオーソ,クールマジョリック,エンパイアメーカーEmpire Maker(米)
2023107245,ドレフォンDrefong(米),マルシュロレーヌ,オルフェーヴル
2023100925,ロードカナロア,サトノワルキューレ,ディープインパクト
2023101091,ルヴァンスレーヴ,ストリートキャット,アドマイヤムーン
2023103190,サートゥルナーリア,トレノエンジェル,タイキシャトル
2023102964,リオンディーズ,ロイヤルヴォルト,ディープインパクト
2023106686,サンダースノーThunder Snow(愛),アスールダリア,エスポワールシチー
2023105187,パイロPyro(米),フィアマロッサ,アイルハヴアナザーI'll Have Another(米)
2023102586,ロードカナロア,ディヴァインラヴ,エピファネイア
2023101880,ハービンジャーHarbinger(英),ヒアーズトウショウ,フジキセキ
2023100862,ゴールドシップ,ハイマーク,マヤノトップガン
2023100425,アルアイン,ミスクリスエス,シンボリクリスエス
2023104410,レイデオロ,ペルフィカ,ゼンノロブロイ
2023105076,ホッコータルマエ,ニシノヘレンド,Oasis Dream(英)
2023106372,タリスマニックTalismanic(英),パティシエール,タニノギムレット
2023102342,ミスターメロディ,ロマネクイーン,マイネルラヴ
2023102133,ダノンプレミアム,エレスチャル,ショウナンカンプ
2023102209,シルバーステート,アイアムネフライト,アグネスタキオン
2023101873,レッドファルクス,スカイソング,ディープスカイ
2023103231,ミスチヴィアスアレックスMischevious Alex(米),マイネマリアンヌ,ダイワメジャー
2023102259,ロジャーバローズ,ウーマッハ,ロードアルティマ
2023106470,ブリックスアンドモルタルBricks and Mortar(米),ブルーバード,リーチザクラウン
2023103410,ポエティックフレアPoetic Flare(愛),サプルマインド,ディープインパクト
2023105427,フォーウィールドライブFour Wheel Drive(米),オルトリンデ,ダンスインザダーク
2023102433,ディーマジェスティ,ラハイナヌーン,カフェラピード
2023104484,ベンバトルBenbatl(英),エンジェルカナ,トーセンホマレボシ
2023104946,カリフォルニアクロームCalifornia Chrome(米),シャンテクレール,Dubawi
2023104835,ダノンスマッシュ,マルモレイナ,エンパイアメーカーEmpire Maker(米)
2023101898,ダノンスマッシュ,マナブフェイス,ブラックタイド
2023101599,スワーヴリチャード,ジャポニカスタイル,キングズベストKing's Best(米)
2022105171,ルヴァンスレーヴ,レネットグルーヴ,キングカメハメハ
2021102708,ゴールドシップ,ヴィーヴァブーケ,キングカメハメハ
2021102717,ハービンジャーHarbinger(英),シルクアイリス,ディープインパクト
2021105244,ブリックスアンドモルタルBricks and Mortar(米),マンハッタンセレブ,サンデーサイレンスSunday Silence(米)
2020102675,ハーツクライ,セデュイールIISeduire(加),Elusive Quality
2022106832,ダノンバラード,マーマレードガール,タイキシャトル
2022103353,トーセンラー,コスモメソッド,ヴィクトワールピサ
2021102420,グレーターロンドン,パンドラズホープ,キングカメハメハ
2022107106,レッドベルジュール,パンツァネッラ,ルーラーシップ
2021105047,ロゴタイプ,サニーデイサンデー,ジャングルポケット
2022103509,ウインブライト,クイックメール,タイキシャトル
2020102081,モーリス,ナリタシルエット,フジキセキ
2022100128,リアルスティール,エピファレーヌ,エピファネイア
2022103278,キズナ,レネーズタイタンRenee's Titan(米),Bernstein
2022101102,ゴールドシップ,サマーラグーン,ボストンハーバーBoston Harbor(米)
2022104587,フィエールマン,アイムユアーズII,Invincible Spirit(愛)
2022106811,ゴールドシップ,マイネチャーム,アグネスタキオン
2020103502,ブラックタイド,トゥーピーToupie(英),Intikhab
2019105076,ディープインパクト,ウィキッドリーパーフェクトWickedly Perfect(米),Congrats(米)
2022105525,ブリックスアンドモルタルBricks and Mortar(米),マルセリーナ,ディープインパクト
2019106416,キンシャサノキセキ,ピサノレインボー,Rainbow Quest(米)
2022100684,サトノクラウン,メイケイキララ,タイキシャトル
2022105461,ハービンジャーHarbinger(英),ファイアマーシャル,ディープインパクト
2022102260,フィエールマン,トロントテソーロ,シャンハイボビーShanghai Bobby(米)
2021103017,ニューイヤーズデイ,メロウメロディ,キャプテンスティーヴCaptain Steve(米)
2021107052,ドゥラメンテ,ゼフィランサス,キングヘイロー
2021106070,エスポワールシチー,ポルボローネ,フレンチデピュティFrench Deputy(米)
2021100387,パイロPyro(米),ラフィネシチー,ゴールドアリュール
2022101684,サンダースノーThunder Snow(愛),ブルーミスト,スクリーンヒーロー
2022104982,キズナ,ファイネストシティFinest City(米),City Zip(米)
2021110123,Into Mischief,Good Vibes,Unbridled's Song(米)
2021110040,Masar(愛),ゴールデングローブ,Shamardal(米)
2019105755,スクリーンヒーロー,クラックコード,ダンスインザダーク
2019100689,フェノーメノ,ヴァニラシャンティ,シンボリクリスエス
2019100844,ヘニーヒューズHenny Hughes(米),ナスカザン,ダイワメジャー
2022103644,モーニン,ヴァーチュスター,シンボリクリスエス
2019102676,ワールドエース,リアライズナラック,Fusaichi Pegasus
2022101578,エスポワールシチー,ハギノアップラウゾ,キングカメハメハ
2022104985,ミッキーアイル,ファディラーFadillah(英),Monsun
2022101405,モーリス,クリーンファンキー,タイキシャトル
2021104806,ダイワメジャー,レディマカパLady Macapa(英),Equiano
2021103932,アニマルキングダムAnimal Kingdom(米),スイングサンデー,スペシャルウィーク
2022105398,ダイワメジャー,ダヌスカズマイガールDanuska's My Girl(米),Shackleford
2021100958,ビッグアーサー,マリアフィオーレ,ハーツクライ
2022101896,エピファネイア,デアリングバード,キングカメハメハ
2022104953,モーリス,バンゴール,キングカメハメハ
2022102696,サートゥルナーリア,カラレイア,エンパイアメーカーEmpire Maker(米)
2022105162,ドレフォンDrefong(米),レッドラヴィータ,スペシャルウィーク
2021106206,マクフィMakfi(英),ウインミレーユ,ステイゴールド
2020103261,サトノアラジン,ヴィリエルバクル,Sea The StarsSea the Stars(愛)
2020103885,マツリダゴッホ,カムホームラッシー,Lawman
2021103535,サトノクラウン,フローラルダンサー,ファスリエフFasliyev(米)
2022109033,シルバーステート,ハワイアンスマイル,キングカメハメハ
2021104681,リアルスティール,マッテンタルト,キングカメハメハ
2022104313,ウインブライト,ドーバーブリーズ,Frankel
2022103406,トーセンラー,アンジェリカス,ハービンジャーHarbinger(英)
2022105505,サートゥルナーリア,ベイトゥベイBay to Bay(米),Sligo Bay
2021105784,リアルスティール,マトリョーシカ,クロフネ
2021102988,エピファネイア,スズカローラー,スズカマンボ
2020106694,ゴールドシップ,カレイメモワール,アドマイヤムーン
2021105763,アルアイン,ベッラレイア,ナリタトップロード
2019100212,ゴールドシップ,コスモマイルール,ルールオブローRule of Law(米)
2020102760,ハービンジャーHarbinger(英),イチオクノホシ,ゼンノロブロイ
2021103033,バゴBago(仏),サトノサンシャイン,ステイゴールド
2022104623,ブリックスアンドモルタルBricks and Mortar(米),アロマティコ,キングカメハメハ
2022105227,アドマイヤマーズ,アークロイヤル,ハービンジャーHarbinger(英)
2020100678,モーリス,シャブリ,ディープインパクト
2021106823,ゴールドシップ,マイネヒメル,ロージズインメイRoses in May(米)
2022105369,ロードカナロア,ジョイニキータ,Fortify
2021104865,エピファネイア,シャルール,ゼンノロブロイ
2022102296,ドゥラメンテ,ディープインアスク,ディープインパクト
2022104885,アドマイヤマーズ,タムニアTamniah(仏),Nathaniel(愛)
2022105346,キズナ,シアードラマSheer Drama(米),Burning Roma
2022104839,Frankel,ジョイカネラJoy Canela(亜),Fortify
2022103546,キズナ,パラダイスガーデン,Closing Argument
2021106752,サトノクラウン,アルマミーア,ディープインパクト
2020103304,リアルスティール,カシシ,ジャングルポケット
2022104994,キズナ,フォエヴァーダーリングForever Darling(米),Congrats(米)
2019105768,ベーカバドBehkabad(仏),スマートシンパシー,ダンスインザダーク
2021105442,Saxon Warrior(安平町),エライヤElaya(仏),Siyouni
2021105752,ハービンジャーHarbinger(英),プリンセスカメリア,サンデーサイレンスSunday Silence(米)
2022100201,フォーウィールドライブFour Wheel Drive(米),ボリード,ディープインパクト
2020103640,ミッキーロケット,ミッキークイーン,ディープインパクト
2022106513,シュヴァルグラン,キーレター,リンドシェーバー
2022105215,ブリックスアンドモルタルBricks and Mortar(米),アプリコットフィズ,ジャングルポケット
2021106332,ヘニーヒューズHenny Hughes(米),ランミネルバ,アグネスタキオン
2020105525,シルバーステート,コウザンティアラ,サウスヴィグラス
2022102103,シニスターミニスターSinister Minister(米),ワイルドポポ,ワイルドラッシュWild Rush(米)
2020104617,ディープスカイ,エフシア,アグネスデジタル
2021101521,シュヴァルグラン,インドリヤIndriya(米),Stormy Atlantic
2020103256,モーリス,ヴァイスハイト,アドマイヤベガ
2020104437,ヴィクトワールピサ,プリンセスメモリー,スウェプトオーヴァーボードSwept Overboard(米)
2022103396,ルヴァンスレーヴ,クロエチャン,スパイキュール
2021103482,レッドファルクス,エリモフローラ,ゼンノロブロイ
2022101607,サンダースノーThunder Snow(愛),トーホウルス,ディープインパクト
2020101265,ロゴタイプ,マロンコート,ハービンジャーHarbinger(英)
2021102933,イスラボニータ,ポリネイターPollenator(愛),Motivator
2022105609,フォーウィールドライブFour Wheel Drive(米),コマノレジェンド,ストリートセンスStreet Sense(米)
